MovieId,MovieName,Year,Genres,Artists
453,Brief Encounter,1945,Drama|Romance,Celia Johnson|Trevor Howard|Stanley Holloway|Joyce Carey
454,Laura,1944,Drama|Film-Noir|Mystery,Gene Tierney|Dana Andrews|Clifton Webb|Vincent Price
455,The Best Years of Our Lives,1946,Drama|Romance|War,Myrna Loy|Dana Andrews|Fredric March|Teresa Wright
456,Arsenic and Old Lace,1942,Comedy|Crime|Thriller,Cary Grant|Priscilla Lane|Raymond Massey|Jack Carson
457,The Maltese Falcon,1941,Film-Noir|Mystery,Humphrey Bogart|Mary Astor|Gladys George|Peter Lorre
458,The Grapes of Wrath,1940,Drama|History,Henry Fonda|Jane Darwell|John Carradine|Charley Grapewin
459,The Wizard of Oz,1939,Adventure|Family|Fantasy,George Cukor|Mervyn LeRoy|Norman Taurog|Richard Thorpe
460,La règle du jeu,1939,Comedy|Drama,Marcel Dalio|Nora Gregor|Paulette Dubost|Mila Parély
461,The Thin Man,1934,Comedy|Crime|Mystery,William Powell|Myrna Loy|Maureen O'Sullivan|Nat Pendleton
462,All Quiet on the Western Front,1930,Drama|War,Lew Ayres|Louis Wolheim|John Wray|Arnold Lucy
463,Bronenosets Potemkin,1925,Drama|History|Thriller,Aleksandr Antonov|Vladimir Barskiy|Grigoriy Aleksandrov|Ivan Bobrov
464,Knives Out,2019,Comedy|Crime|Drama,Daniel Craig|Chris Evans|Ana de Armas|Jamie Lee Curtis
465,Dil Bechara,2020,Comedy|Drama|Romance,Sushant Singh Rajput|Sanjana Sanghi|Sahil Vaid|Saswata Chatterjee
466,Manbiki kazoku,2018,Crime|Drama,Lily Franky|Sakura Andô|Kirin Kiki|Mayu Matsuoka
467,Marriage Story,2019,Comedy|Drama|Romance,Adam Driver|Scarlett Johansson|Julia Greer|Azhy Robertson
468,Call Me by Your Name,2017,Drama|Romance,Armie Hammer|Timothée Chalamet|Michael Stuhlbarg|Amira Casar
469,"I, Daniel Blake",2016,Drama,Laura Obiols|Dave Johns|Hayley Squires|Sharon Percy
470,Isle of Dogs,2018,Animation|Adventure|Comedy,Bryan Cranston|Koyu Rankin|Edward Norton|Bob Balaban
471,Hunt for the Wilderpeople,2016,Adventure|Comedy|Drama,Sam Neill|Julian Dennison|Rima Te Wiata|Rachel House
472,Captain Fantastic,2016,Comedy|Drama,Viggo Mortensen|George MacKay|Samantha Isler|Annalise Basso
473,Sing Street,2016,Comedy|Drama|Music,Ferdia Walsh-Peelo|Aidan Gillen|Maria Doyle Kennedy|Jack Reynor
474,Thor: Ragnarok,2017,Action|Adventure|Comedy,Chris Hemsworth|Tom Hiddleston|Cate Blanchett|Mark Ruffalo
475,Nightcrawler,2014,Crime|Drama|Thriller,Jake Gyllenhaal|Rene Russo|Bill Paxton|Riz Ahmed
476,Jojo Rabbit,2019,Comedy|Drama|War,Roman Griffin Davis|Thomasin McKenzie|Scarlett Johansson|Taika Waititi
477,Arrival,2016,Drama|Sci-Fi,Amy Adams|Jeremy Renner|Forest Whitaker|Michael Stuhlbarg
478,Star Wars: Episode VII - The Force Awakens,2015,Action|Adventure|Sci-Fi,Daisy Ridley|John Boyega|Oscar Isaac|Domhnall Gleeson
479,Before Midnight,2013,Drama|Romance,Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick|Ariane Labed
480,X-Men: Days of Future Past,2014,Action|Adventure|Sci-Fi,Patrick Stewart|Ian McKellen|Hugh Jackman|James McAvoy
481,Bir Zamanlar Anadolu'da,2011,Crime|Drama,Muhammet Uzuner|Yilmaz Erdogan|Taner Birsel|Ahmet Mümtaz Taylan
482,The Artist,2011,Comedy|Drama|Romance,Jean Dujardin|Bérénice Bejo|John Goodman|James Cromwell
483,Edge of Tomorrow,2014,Action|Adventure|Sci-Fi,Tom Cruise|Emily Blunt|Bill Paxton|Brendan Gleeson
484,Amour,2012,Drama|Romance,Jean-Louis Trintignant|Emmanuelle Riva|Isabelle Huppert|Alexandre Tharaud
485,The Irishman,2019,Biography|Crime|Drama,Robert De Niro|Al Pacino|Joe Pesci|Harvey Keitel
486,Un prophète,2009,Crime|Drama,Tahar Rahim|Niels Arestrup|Adel Bencherif|Reda Kateb
487,Moon,2009,Drama|Mystery|Sci-Fi,Sam Rockwell|Kevin Spacey|Dominique McElligott|Rosie Shaw
488,Låt den rätte komma in,2008,Crime|Drama|Fantasy,Kåre Hedebrant|Lina Leandersson|Per Ragnar|Henrik Dahl
489,District 9,2009,Action|Sci-Fi|Thriller,Sharlto Copley|David James|Jason Cope|Nathalie Boltt
490,The Wrestler,2008,Drama|Sport,Mickey Rourke|Marisa Tomei|Evan Rachel Wood|Mark Margolis
491,Jab We Met,2007,Comedy|Drama|Romance,Shahid Kapoor|Kareena Kapoor|Tarun Arora|Dara Singh
492,Boyhood,2014,Drama,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith
493,"4 luni, 3 saptamâni si 2 zile",2007,Drama,Anamaria Marinca|Laura Vasiliu|Vlad Ivanov|Alexandru Potocean
494,Star Trek,2009,Action|Adventure|Sci-Fi,Chris Pine|Zachary Quinto|Simon Pegg|Leonard Nimoy
495,In Bruges,2008,Comedy|Crime|Drama,Colin Farrell|Brendan Gleeson|Ciarán Hinds|Elizabeth Berrington
496,The Man from Earth,2007,Drama|Fantasy|Mystery,David Lee Smith|Tony Todd|John Billingsley|Ellen Crawford
497,Letters from Iwo Jima,2006,Action|Adventure|Drama,Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara|Ryô Kase
498,The Fall,2006,Adventure|Drama|Fantasy,Lee Pace|Catinca Untaru|Justine Waddell|Kim Uylenbroek
499,Life of Pi,2012,Adventure|Drama|Fantasy,Suraj Sharma|Irrfan Khan|Adil Hussain|Tabu
500,Fantastic Mr. Fox,2009,Animation|Adventure|Comedy,George Clooney|Meryl Streep|Bill Murray|Jason Schwartzman
501,C.R.A.Z.Y.,2005,Comedy|Drama,Michel Côté|Marc-André Grondin|Danielle Proulx|Émile Vallée
502,Les choristes,2004,Drama|Music,Gérard Jugnot|François Berléand|Jean-Baptiste Maunier|Kad Merad
503,Iron Man,2008,Action|Adventure|Sci-Fi,Robert Downey Jr.|Gwyneth Paltrow|Terrence Howard|Jeff Bridges
504,Shaun of the Dead,2004,Comedy|Horror,Simon Pegg|Nick Frost|Kate Ashfield|Lucy Davis
505,Gegen die Wand,2004,Drama|Romance,Birol Ünel|Sibel Kekilli|Güven Kiraç|Zarah Jane McKenzie
506,Mystic River,2003,Crime|Drama|Mystery,Sean Penn|Tim Robbins|Kevin Bacon|Emmy Rossum
507,Harry Potter and the Prisoner of Azkaban,2004,Adventure|Family|Fantasy,Daniel Radcliffe|Emma Watson|Rupert Grint|Richard Griffiths
508,Ying xiong,2002,Action|Adventure|History,Jet Li|Tony Chiu-Wai Leung|Maggie Cheung|Ziyi Zhang
509,Hable con ella,2002,Drama|Mystery|Romance,Rosario Flores|Javier Cámara|Darío Grandinetti|Leonor Watling
510,No Man's Land,2001,Comedy|Drama|War,Branko Djuric|Rene Bitorajac|Filip Sovagovic|Georges Siatidis
511,Cowboy Bebop: Tengoku no tobira,2001,Animation|Action|Crime,Tensai Okamura|Hiroyuki Okiura|Yoshiyuki Takei|Beau Billingslea
512,The Bourne Identity,2002,Action|Mystery|Thriller,Franka Potente|Matt Damon|Chris Cooper|Clive Owen
513,Nueve reinas,2000,Crime|Drama|Thriller,Ricardo Darín|Gastón Pauls|Graciela Tenenbaum|María Mercedes Villagra
514,Children of Men,2006,Adventure|Drama|Sci-Fi,Julianne Moore|Clive Owen|Chiwetel Ejiofor|Michael Caine
515,Almost Famous,2000,Adventure|Comedy|Drama,Billy Crudup|Patrick Fugit|Kate Hudson|Frances McDormand
516,Mulholland Dr.,2001,Drama|Mystery|Thriller,Naomi Watts|Laura Harring|Justin Theroux|Jeanne Bates
517,Toy Story 2,1999,Animation|Adventure|Comedy,Ash Brannon|Lee Unkrich|Tom Hanks|Tim Allen
518,Boogie Nights,1997,Drama,Mark Wahlberg|Julianne Moore|Burt Reynolds|Luis Guzmán
519,Mimi wo sumaseba,1995,Animation|Drama|Family,Yoko Honna|Issey Takahashi|Takashi Tachibana|Shigeru Muroi
520,Once Were Warriors,1994,Crime|Drama,Rena Owen|Temuera Morrison|Mamaengaroa Kerr-Bell|Julian Arahanga
521,True Romance,1993,Crime|Drama|Romance,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer
522,Trois couleurs: Bleu,1993,Drama|Music|Mystery,Juliette Binoche|Zbigniew Zamachowski|Julie Delpy|Benoît Régent
523,Jûbê ninpûchô,1993,Animation|Action|Adventure,Kôichi Yamadera|Emi Shinohara|Takeshi Aono|Osamu Saka
524,Carlito's Way,1993,Crime|Drama|Thriller,Al Pacino|Sean Penn|Penelope Ann Miller|John Leguizamo
525,Edward Scissorhands,1990,Drama|Fantasy|Romance,Johnny Depp|Winona Ryder|Dianne Wiest|Anthony Michael Hall
526,My Left Foot: The Story of Christy Brown,1989,Biography|Drama,Daniel Day-Lewis|Brenda Fricker|Alison Whelan|Kirsten Sheridan
527,Crimes and Misdemeanors,1989,Comedy|Drama,Martin Landau|Woody Allen|Bill Bernstein|Claire Bloom
528,The Untouchables,1987,Crime|Drama|Thriller,Kevin Costner|Sean Connery|Robert De Niro|Charles Martin Smith
529,Hannah and Her Sisters,1986,Comedy|Drama,Mia Farrow|Dianne Wiest|Michael Caine|Barbara Hershey
530,Brazil,1985,Drama|Sci-Fi,Jonathan Pryce|Kim Greist|Robert De Niro|Katherine Helmond
531,This Is Spinal Tap,1984,Comedy|Music,Rob Reiner|Michael McKean|Christopher Guest|Kimberly Stringer
532,A Christmas Story,1983,Comedy|Family,Peter Billingsley|Melinda Dillon|Darren McGavin|Scott Schwartz
533,The Blues Brothers,1980,Action|Adventure|Comedy,John Belushi|Dan Aykroyd|Cab Calloway|John Candy
534,Manhattan,1979,Comedy|Drama|Romance,Woody Allen|Diane Keaton|Mariel Hemingway|Michael Murphy
535,All That Jazz,1979,Drama|Music|Musical,Roy Scheider|Jessica Lange|Ann Reinking|Leland Palmer
536,Dawn of the Dead,1978,Action|Adventure|Horror,David Emge|Ken Foree|Scott H. Reiniger|Gaylen Ross
537,All the President's Men,1976,Biography|Drama|History,Dustin Hoffman|Robert Redford|Jack Warden|Martin Balsam
538,La montaña sagrada,1973,Adventure|Drama|Fantasy,Alejandro Jodorowsky|Horacio Salinas|Zamira Saunders|Juan Ferrara
539,Amarcord,1973,Comedy|Drama|Family,Magali Noël|Bruno Zanin|Pupella Maggio|Armando Brancia
540,Le charme discret de la bourgeoisie,1972,Comedy,Fernando Rey|Delphine Seyrig|Paul Frankeur|Bulle Ogier
541,"Aguirre, der Zorn Gottes",1972,Action|Adventure|Biography,Klaus Kinski|Ruy Guerra|Helena Rojo|Del Negro
542,Harold and Maude,1971,Comedy|Drama|Romance,Ruth Gordon|Bud Cort|Vivian Pickles|Cyril Cusack
543,Patton,1970,Biography|Drama|War,George C. Scott|Karl Malden|Stephen Young|Michael Strong
544,The Wild Bunch,1969,Action|Adventure|Western,William Holden|Ernest Borgnine|Robert Ryan|Edmond O'Brien
545,Night of the Living Dead,1968,Horror|Thriller,Duane Jones|Judith O'Dea|Karl Hardman|Marilyn Eastman
546,The Lion in Winter,1968,Biography|Drama|History,Peter O'Toole|Katharine Hepburn|Anthony Hopkins|John Castle
547,In the Heat of the Night,1967,Crime|Drama|Mystery,Sidney Poitier|Rod Steiger|Warren Oates|Lee Grant
548,Charade,1963,Comedy|Mystery|Romance,Cary Grant|Audrey Hepburn|Walter Matthau|James Coburn
549,The Manchurian Candidate,1962,Drama|Thriller,Frank Sinatra|Laurence Harvey|Janet Leigh|Angela Lansbury
550,Spartacus,1960,Adventure|Biography|Drama,Kirk Douglas|Laurence Olivier|Jean Simmons|Charles Laughton
551,L'avventura,1960,Drama|Mystery,Gabriele Ferzetti|Monica Vitti|Lea Massari|Dominique Blanchar
552,Hiroshima mon amour,1959,Drama|Romance,Emmanuelle Riva|Eiji Okada|Stella Dassas|Pierre Barbaud
553,The Ten Commandments,1956,Adventure|Drama,Charlton Heston|Yul Brynner|Anne Baxter|Edward G. Robinson
554,The Searchers,1956,Adventure|Drama|Western,John Wayne|Jeffrey Hunter|Vera Miles|Ward Bond
555,East of Eden,1955,Drama,James Dean|Raymond Massey|Julie Harris|Burl Ives
556,High Noon,1952,Drama|Thriller|Western,Gary Cooper|Grace Kelly|Thomas Mitchell|Lloyd Bridges
557,Strangers on a Train,1951,Crime|Film-Noir|Thriller,Farley Granger|Robert Walker|Ruth Roman|Leo G. Carroll
558,Harvey,1950,Comedy|Drama|Fantasy,James Stewart|Wallace Ford|William H. Lynn|Victoria Horne
559,Miracle on 34th Street,1947,Comedy|Drama|Family,Edmund Gwenn|Maureen O'Hara|John Payne|Gene Lockhart
560,Notorious,1946,Drama|Film-Noir|Romance,Cary Grant|Ingrid Bergman|Claude Rains|Louis Calhern
561,The Big Sleep,1946,Crime|Film-Noir|Mystery,Humphrey Bogart|Lauren Bacall|John Ridgely|Martha Vickers
562,The Lost Weekend,1945,Drama|Film-Noir,Ray Milland|Jane Wyman|Phillip Terry|Howard Da Silva
563,The Philadelphia Story,1940,Comedy|Romance,Cary Grant|Katharine Hepburn|James Stewart|Ruth Hussey
564,His Girl Friday,1940,Comedy|Drama|Romance,Cary Grant|Rosalind Russell|Ralph Bellamy|Gene Lockhart
565,The Adventures of Robin Hood,1938,Action|Adventure|Romance,William Keighley|Errol Flynn|Olivia de Havilland|Basil Rathbone
566,A Night at the Opera,1935,Comedy|Music|Musical,Edmund Goulding|Groucho Marx|Chico Marx|Harpo Marx
567,King Kong,1933,Adventure|Horror|Sci-Fi,Ernest B. Schoedsack|Fay Wray|Robert Armstrong|Bruce Cabot
568,Freaks,1932,Drama|Horror,Wallace Ford|Leila Hyams|Olga Baclanova|Roscoe Ates
569,Nosferatu,1922,Fantasy|Horror,Max Schreck|Alexander Granach|Gustav von Wangenheim|Greta Schröder
570,The Gentlemen,2019,Action|Comedy|Crime,Matthew McConaughey|Charlie Hunnam|Michelle Dockery|Jeremy Strong
571,Raazi,2018,Action|Drama|Thriller,Alia Bhatt|Vicky Kaushal|Rajit Kapoor|Shishir Sharma
572,Sound of Metal,2019,Drama|Music,Riz Ahmed|Olivia Cooke|Paul Raci|Lauren Ridloff
573,Forushande,2016,Drama,Shahab Hosseini|Taraneh Alidoosti|Babak Karimi|Mina Sadati
574,Dunkirk,2017,Action|Drama|History,Fionn Whitehead|Barry Keoghan|Mark Rylance|Tom Hardy
575,Perfetti sconosciuti,2016,Comedy|Drama,Giuseppe Battiston|Anna Foglietta|Marco Giallini|Edoardo Leo
576,Hidden Figures,2016,Biography|Drama|History,Taraji P. Henson|Octavia Spencer|Janelle Monáe|Kevin Costner
577,Paddington 2,2017,Adventure|Comedy|Family,Ben Whishaw|Hugh Grant|Hugh Bonneville|Sally Hawkins
578,Udta Punjab,2016,Action|Crime|Drama,Shahid Kapoor|Alia Bhatt|Kareena Kapoor|Diljit Dosanjh
579,Kubo and the Two Strings,2016,Animation|Action|Adventure,Charlize Theron|Art Parkinson|Matthew McConaughey|Ralph Fiennes
580,M.S. Dhoni: The Untold Story,2016,Biography|Drama|Sport,Sushant Singh Rajput|Kiara Advani|Anupam Kher|Disha Patani
581,Manchester by the Sea,2016,Drama,Casey Affleck|Michelle Williams|Kyle Chandler|Lucas Hedges
582,Under sandet,2015,Drama|History|War,Roland Møller|Louis Hofmann|Joel Basman|Mikkel Boe Følsgaard
583,Rogue One,2016,Action|Adventure|Sci-Fi,Felicity Jones|Diego Luna|Alan Tudyk|Donnie Yen
584,Captain America: Civil War,2016,Action|Adventure|Sci-Fi,Chris Evans|Chris Evans|Robert Downey Jr.|Scarlett Johansson
585,The Hateful Eight,2015,Crime|Drama|Mystery,Samuel L. Jackson|Kurt Russell|Jennifer Jason Leigh|Walton Goggins
586,Little Women,2019,Drama|Romance,Saoirse Ronan|Emma Watson|Florence Pugh|Eliza Scanlen
587,Loving Vincent,2017,Animation|Biography|Crime,Hugh Welchman|Douglas Booth|Jerome Flynn|Robert Gulaczyk
588,Pride,2014,Biography|Comedy|Drama,Bill Nighy|Imelda Staunton|Dominic West|Paddy Considine
589,Le passé,2013,Drama|Mystery,Bérénice Bejo|Tahar Rahim|Ali Mosaffa|Pauline Burlet
590,La grande bellezza,2013,Drama,Toni Servillo|Carlo Verdone|Sabrina Ferilli|Carlo Buccirosso
591,The Lunchbox,2013,Drama|Romance,Irrfan Khan|Nimrat Kaur|Nawazuddin Siddiqui|Lillete Dubey
592,Vicky Donor,2012,Comedy|Romance,Ayushmann Khurrana|Yami Gautam|Annu Kapoor|Dolly Ahluwalia
593,Big Hero 6,2014,Animation|Action|Adventure,Chris Williams|Ryan Potter|Scott Adsit|Jamie Chung
594,About Time,2013,Comedy|Drama|Fantasy,Domhnall Gleeson|Rachel McAdams|Bill Nighy|Lydia Wilson
595,English Vinglish,2012,Comedy|Drama|Family,Sridevi|Adil Hussain|Mehdi Nebbou|Priya Anand
596,Kaze tachinu,2013,Animation|Biography|Drama,Hideaki Anno|Hidetoshi Nishijima|Miori Takimoto|Masahiko Nishimura
597,Toy Story 4,2019,Animation|Adventure|Comedy,Tom Hanks|Tim Allen|Annie Potts|Tony Hale
598,La migliore offerta,2013,Crime|Drama|Mystery,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland
599,Moonrise Kingdom,2012,Comedy|Drama|Romance,Jared Gilman|Kara Hayward|Bruce Willis|Bill Murray
600,How to Train Your Dragon 2,2014,Animation|Action|Adventure,Jay Baruchel|Cate Blanchett|Gerard Butler|Craig Ferguson
601,The Big Short,2015,Biography|Comedy|Drama,Christian Bale|Steve Carell|Ryan Gosling|Brad Pitt
602,Kokuhaku,2010,Drama|Thriller,Takako Matsu|Yoshino Kimura|Masaki Okada|Yukito Nishii
603,Ang-ma-reul bo-at-da,2010,Action|Crime|Drama,Lee Byung-Hun|Choi Min-sik|Jeon Gook-Hwan|Ho-jin Chun
604,The Girl with the Dragon Tattoo,2011,Crime|Drama|Mystery,Daniel Craig|Rooney Mara|Christopher Plummer|Stellan Skarsgård
605,Captain Phillips,2013,Adventure|Biography|Crime,Tom Hanks|Barkhad Abdi|Barkhad Abdirahman|Catherine Keener
606,Ajeossi,2010,Action|Crime|Drama,Won Bin|Sae-ron Kim|Tae-hoon Kim|Hee-won Kim
607,Straight Outta Compton,2015,Biography|Drama|History,O'Shea Jackson Jr.|Corey Hawkins|Jason Mitchell|Neil Brown Jr.
608,Madeo,2009,Crime|Drama|Mystery,Hye-ja Kim|Won Bin|Jin Goo|Je-mun Yun
609,Chugyeokja,2008,Action|Crime|Thriller,Kim Yoon-seok|Jung-woo Ha|Yeong-hie Seo|Yoo-Jeong Kim
610,The Hobbit: The Desolation of Smaug,2013,Adventure|Fantasy,Ian McKellen|Martin Freeman|Richard Armitage|Ken Stott
611,Das weiße Band - Eine deutsche Kindergeschichte,2009,Drama|History|Mystery,Christian Friedel|Ernst Jacobi|Leonie Benesch|Ulrich Tukur
612,Män som hatar kvinnor,2009,Crime|Drama|Mystery,Michael Nyqvist|Noomi Rapace|Ewa Fröling|Lena Endre
613,The Trial of the Chicago 7,2020,Drama|History|Thriller,Eddie Redmayne|Alex Sharp|Sacha Baron Cohen|Jeremy Strong
614,Druk,2020,Comedy|Drama,Mads Mikkelsen|Thomas Bo Larsen|Magnus Millang|Lars Ranthe
615,The Fighter,2010,Biography|Drama|Sport,Mark Wahlberg|Christian Bale|Amy Adams|Melissa Leo
616,Taken,2008,Action|Thriller,Liam Neeson|Maggie Grace|Famke Janssen|Leland Orser
617,The Boy in the Striped Pyjamas,2008,Drama|History|War,Asa Butterfield|David Thewlis|Rupert Friend|Zac Mattoon O'Brien
618,Once,2007,Drama|Music|Romance,Glen Hansard|Markéta Irglová|Hugh Walsh|Gerard Hendrick
619,The Hobbit: An Unexpected Journey,2012,Adventure|Fantasy,Martin Freeman|Ian McKellen|Richard Armitage|Andy Serkis
620,Auf der anderen Seite,2007,Drama,Baki Davrak|Nurgül Yesilçay|Tuncel Kurtiz|Nursel Köse
621,Atonement,2007,Drama|Mystery|Romance,Keira Knightley|James McAvoy|Brenda Blethyn|Saoirse Ronan
622,Drive,2011,Crime|Drama,Ryan Gosling|Carey Mulligan|Bryan Cranston|Albert Brooks
623,American Gangster,2007,Biography|Crime|Drama,Denzel Washington|Russell Crowe|Chiwetel Ejiofor|Josh Brolin
624,Avatar,2009,Action|Adventure|Fantasy,Sam Worthington|Zoe Saldana|Sigourney Weaver|Michelle Rodriguez
625,Mr. Nobody,2009,Drama|Fantasy|Romance,Jared Leto|Sarah Polley|Diane Kruger|Linh Dan Pham
626,Apocalypto,2006,Action|Adventure|Drama,Gerardo Taracena|Raoul Max Trujillo|Dalia Hernández|Rudy Youngblood
627,Little Miss Sunshine,2006,Comedy|Drama,Valerie Faris|Steve Carell|Toni Collette|Greg Kinnear
628,Hot Fuzz,2007,Action|Comedy|Mystery,Simon Pegg|Nick Frost|Martin Freeman|Bill Nighy
629,The Curious Case of Benjamin Button,2008,Drama|Fantasy|Romance,Brad Pitt|Cate Blanchett|Tilda Swinton|Julia Ormond
630,Veer-Zaara,2004,Drama|Family|Musical,Shah Rukh Khan|Preity Zinta|Rani Mukerji|Kirron Kher
631,Adams æbler,2005,Comedy|Crime|Drama,Ulrich Thomsen|Mads Mikkelsen|Nicolas Bro|Paprika Steen
632,Pride & Prejudice,2005,Drama|Romance,Keira Knightley|Matthew Macfadyen|Brenda Blethyn|Donald Sutherland
633,The World's Fastest Indian,2005,Biography|Drama|Sport,Anthony Hopkins|Diane Ladd|Iain Rea|Tessa Mitchell
634,Tôkyô goddofâzâzu,2003,Animation|Adventure|Comedy,Shôgo Furuya|Tôru Emori|Yoshiaki Umegaki|Aya Okamoto
635,Serenity,2005,Action|Adventure|Sci-Fi,Nathan Fillion|Gina Torres|Chiwetel Ejiofor|Alan Tudyk
636,Walk the Line,2005,Biography|Drama|Music,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick
637,Ondskan,2003,Drama,Andreas Wilson|Henrik Lundström|Gustaf Skarsgård|Linda Zilliacus
638,The Notebook,2004,Drama|Romance,Gena Rowlands|James Garner|Rachel McAdams|Ryan Gosling
639,Diarios de motocicleta,2004,Adventure|Biography|Drama,Gael García Bernal|Rodrigo De la Serna|Mía Maestro|Mercedes Morán
640,Lilja 4-ever,2002,Crime|Drama,Oksana Akinshina|Artyom Bogucharskiy|Pavel Ponomaryov|Lyubov Agapova
641,Les triplettes de Belleville,2003,Animation|Comedy|Drama,Michèle Caucheteux|Jean-Claude Donda|Michel Robin|Monica Viegas
642,Gongdong gyeongbi guyeok JSA,2000,Action|Drama|Thriller,Lee Yeong-ae|Lee Byung-Hun|Kang-ho Song|Kim Tae-Woo
643,The Count of Monte Cristo,2002,Action|Adventure|Drama,Jim Caviezel|Guy Pearce|Christopher Adamson|JB Blanc
644,Waking Life,2001,Animation|Drama|Fantasy,Ethan Hawke|Trevor Jack Brooks|Lorelei Linklater|Wiley Wiggins
645,Remember the Titans,2000,Biography|Drama|Sport,Denzel Washington|Will Patton|Wood Harris|Ryan Hurst
646,Wo hu cang long,2000,Action|Adventure|Fantasy,Yun-Fat Chow|Michelle Yeoh|Ziyi Zhang|Chen Chang
647,Todo sobre mi madre,1999,Drama,Cecilia Roth|Marisa Paredes|Candela Peña|Antonia San Juan
648,Cast Away,2000,Adventure|Drama|Romance,Tom Hanks|Helen Hunt|Paul Sanchez|Lari White
649,The Boondock Saints,1999,Action|Crime|Thriller,Willem Dafoe|Sean Patrick Flanery|Norman Reedus|David Della Rocco
650,The Insider,1999,Biography|Drama|Thriller,Russell Crowe|Al Pacino|Christopher Plummer|Diane Venora
651,October Sky,1999,Biography|Drama|Family,Jake Gyllenhaal|Chris Cooper|Laura Dern|Chris Owen
652,Shrek,2001,Animation|Adventure|Comedy,Vicky Jenson|Mike Myers|Eddie Murphy|Cameron Diaz
653,Titanic,1997,Drama|Romance,Leonardo DiCaprio|Kate Winslet|Billy Zane|Kathy Bates
654,Hana-bi,1997,Crime|Drama|Romance,Takeshi Kitano|Kayoko Kishimoto|Ren Osugi|Susumu Terajima
655,Gattaca,1997,Drama|Sci-Fi|Thriller,Ethan Hawke|Uma Thurman|Jude Law|Gore Vidal
656,The Game,1997,Action|Drama|Mystery,Michael Douglas|Deborah Kara Unger|Sean Penn|James Rebhorn
657,Breaking the Waves,1996,Drama,Emily Watson|Stellan Skarsgård|Katrin Cartlidge|Jean-Marc Barr
658,Ed Wood,1994,Biography|Comedy|Drama,Johnny Depp|Martin Landau|Sarah Jessica Parker|Patricia Arquette
659,What's Eating Gilbert Grape,1993,Drama,Johnny Depp|Leonardo DiCaprio|Juliette Lewis|Mary Steenburgen
660,Tombstone,1993,Action|Biography|Drama,Kevin Jarre|Kurt Russell|Val Kilmer|Sam Elliott
661,The Sandlot,1993,Comedy|Drama|Family,Tom Guiry|Mike Vitar|Art LaFleur|Patrick Renna
662,The Remains of the Day,1993,Drama|Romance,Anthony Hopkins|Emma Thompson|John Haycraft|Christopher Reeve
663,Naked,1993,Comedy|Drama,David Thewlis|Lesley Sharp|Katrin Cartlidge|Greg Cruttwell
664,The Fugitive,1993,Action|Crime|Drama,Harrison Ford|Tommy Lee Jones|Sela Ward|Julianne Moore
665,A Bronx Tale,1993,Crime|Drama|Romance,Robert De Niro|Chazz Palminteri|Lillo Brancato|Francis Capra
666,Batman: Mask of the Phantasm,1993,Animation|Action|Crime,Boyd Kirkland|Frank Paur|Dan Riba|Eric Radomski
667,Lat sau san taam,1992,Action|Crime|Thriller,Yun-Fat Chow|Tony Chiu-Wai Leung|Teresa Mo|Philip Chan
668,Night on Earth,1991,Comedy|Drama,Winona Ryder|Gena Rowlands|Lisanne Falk|Alan Randolph Scott
669,La double vie de Véronique,1991,Drama|Fantasy|Music,Irène Jacob|Wladyslaw Kowalski|Halina Gryglaszewska|Kalina Jedrusik
670,Boyz n the Hood,1991,Crime|Drama,Cuba Gooding Jr.|Laurence Fishburne|Hudhail Al-Amir|Lloyd Avery II
671,Misery,1990,Drama|Thriller,James Caan|Kathy Bates|Richard Farnsworth|Frances Sternhagen
672,Awakenings,1990,Biography|Drama,Robert De Niro|Robin Williams|Julie Kavner|Ruth Nelson
673,Majo no takkyûbin,1989,Animation|Adventure|Drama,Kirsten Dunst|Minami Takayama|Rei Sakuma|Kappei Yamaguchi
674,Glory,1989,Biography|Drama|History,Matthew Broderick|Denzel Washington|Cary Elwes|Morgan Freeman
675,Dip huet seung hung,1989,Action|Crime|Drama,Yun-Fat Chow|Danny Lee|Sally Yeh|Kong Chu
676,Back to the Future Part II,1989,Adventure|Comedy|Sci-Fi,Michael J. Fox|Christopher Lloyd|Lea Thompson|Thomas F. Wilson
677,Mississippi Burning,1988,Crime|Drama|History,Gene Hackman|Willem Dafoe|Frances McDormand|Brad Dourif
678,Predator,1987,Action|Adventure|Sci-Fi,Arnold Schwarzenegger|Carl Weathers|Kevin Peter Hall|Elpidia Carrillo
679,Evil Dead II,1987,Action|Comedy|Fantasy,Bruce Campbell|Sarah Berry|Dan Hicks|Kassie Wesley DePaiva
680,Ferris Bueller's Day Off,1986,Comedy,Matthew Broderick|Alan Ruck|Mia Sara|Jeffrey Jones
681,Down by Law,1986,Comedy|Crime|Drama,Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi
682,The Goonies,1985,Adventure|Comedy|Family,Sean Astin|Josh Brolin|Jeff Cohen|Corey Feldman
683,The Color Purple,1985,Drama,Danny Glover|Whoopi Goldberg|Oprah Winfrey|Margaret Avery
